"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A1301","","A1303","","B1101","","#A06601","","#A06602","","#F01301","","#M0210101","","#M0210201",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_１５歳未満人口【人】","注釈","A1303_６５歳以上人口【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","#A06601_婚姻率（人口千人当たり）【‐】","注釈","#A06602_離婚率（人口千人当たり）【‐】","注釈","#F01301_完全失業率【％】","注釈","#M0210101_仕事の平均時間［有業者・男］【分】","注釈","#M0210201_仕事の平均時間［有業者・女］【分】","注釈"
"1980100000","1980年度","23000","愛知県","","6,221,638","","1,555,359","","462,213","","513,027","","6.88","","1.05","","1.8","","***","","***",""
"1980100000","1980年度","24000","三重県","","1,686,936","","385,969","","187,019","","577,649","","5.88","","0.94","","2.2","","***","","***",""
"1980100000","1980年度","25000","滋賀県","","1,079,898","","265,737","","108,245","","401,600","","6.47","","0.80","","1.7","","***","","***",""
"1980100000","1980年度","26000","京都府","","2,527,330","","575,948","","257,836","","461,284","","6.30","","1.14","","2.6","","***","","***",""
"1980100000","1980年度","27000","大阪府","","8,473,446","","2,067,583","","613,361","","186,416","","6.83","","1.43","","3.3","","***","","***",""
"1980100000","1980年度","28000","兵庫県","","5,144,892","","1,227,770","","474,708","","837,316","","6.47","","1.12","","2.9","","***","","***",""
"1980100000","1980年度","29000","奈良県","","1,209,365","","291,486","","112,753","","369,215","","6.40","","0.93","","2.2","","***","","***",""
"1980100000","1980年度","30000","和歌山県","","1,087,012","","243,977","","127,950","","472,318","","5.96","","1.30","","2.9","","***","","***",""
"1980100000","1980年度","31000","鳥取県","","604,221","","130,631","","74,474","","349,234","","6.12","","0.96","","1.8","","***","","***",""
"1980100000","1980年度","32000","島根県","","784,795","","167,310","","107,479","","662,718","","5.41","","0.74","","1.5","","***","","***",""
"1980100000","1980年度","33000","岡山県","","1,871,023","","424,254","","223,306","","708,670","","6.08","","1.08","","2.3","","***","","***",""
"1980100000","1980年度","34000","広島県","","2,739,161","","647,154","","279,132","","846,288","","6.43","","1.15","","2.4","","***","","***",""
"1980100000","1980年度","35000","山口県","","1,587,079","","354,404","","184,160","","610,118","","6.05","","1.23","","2.5","","***","","***",""
"1980100000","1980年度","36000","徳島県","","825,261","","175,295","","98,904","","414,523","","6.36","","1.24","","3.3","","***","","***",""
"1980100000","1980年度","37000","香川県","","999,864","","222,244","","119,031","","188,047","","6.09","","1.22","","2.3","","***","","***",""
"1980100000","1980年度","38000","愛媛県","","1,506,637","","341,262","","174,729","","566,788","","6.11","","1.37","","3.0","","***","","***",""
"1980100000","1980年度","39000","高知県","","831,275","","173,649","","109,116","","710,682","","5.80","","1.52","","4.0","","***","","***",""
"1980100000","1980年度","40000","福岡県","","4,553,461","","1,049,782","","426,495","","495,403","","7.03","","1.57","","4.1","","***","","***",""
"1980100000","1980年度","41000","佐賀県","","865,574","","200,620","","102,377","","243,271","","6.37","","0.99","","2.5","","***","","***",""
"1980100000","1980年度","42000","長崎県","","1,590,564","","385,200","","169,753","","410,736","","6.32","","1.24","","3.4","","***","","***",""
"1980100000","1980年度","43000","熊本県","","1,790,327","","395,027","","210,051","","740,614","","6.48","","1.04","","2.9","","***","","***",""
"1980100000","1980年度","44000","大分県","","1,228,913","","276,390","","144,240","","633,171","","6.11","","1.29","","2.9","","***","","***",""
"1980100000","1980年度","45000","宮崎県","","1,151,587","","273,766","","120,638","","773,420","","6.77","","1.42","","3.0","","***","","***",""
"1980100000","1980年度","46000","鹿児島県","","1,784,623","","399,511","","226,853","","916,281","","6.47","","1.17","","2.9","","***","","***",""
"1980100000","1980年度","47000","沖縄県","","1,106,559","","325,393","","85,819","","224,991","","7.65","","1.84","","7.7","","***","","***",""
"1979100000","1979年度","01000","北海道","","5,535,000","","1,283,000","","446,000","","7,851,910","","7.29","","1.79","","***","","***","","***",""
"1979100000","1979年度","02000","青森県","","1,516,000","","358,000","","132,000","","961,545","","6.99","","1.54","","***","","***","","***",""
"1979100000","1979年度","03000","岩手県","","1,416,000","","314,000","","138,000","","1,527,794","","6.12","","0.90","","***","","***","","***",""
"1979100000","1979年度","04000","宮城県","","2,059,000","","472,000","","173,000","","729,114","","7.10","","0.98","","***","","***","","***",""
"1979100000","1979年度","05000","秋田県","","1,254,000","","255,000","","128,000","","1,161,107","","6.33","","1.05","","***","","***","","***",""
"1979100000","1979年度","06000","山形県","","1,247,000","","262,000","","142,000","","932,656","","6.26","","0.79","","***","","***","","***",""
"1979100000","1979年度","07000","福島県","","2,023,000","","450,000","","207,000","","1,378,208","","6.63","","0.94","","***","","***","","***",""
"1979100000","1979年度","08000","茨城県","","2,510,000","","603,000","","224,000","","608,999","","6.78","","0.90","","***","","***","","***",""
"1979100000","1979年度","09000","栃木県","","1,775,000","","422,000","","157,000","","641,379","","6.86","","1.02","","***","","***","","***",""
"1979100000","1979年度","10000","群馬県","","1,833,000","","433,000","","177,000","","635,561","","6.56","","1.01","","***","","***","","***",""
"1979100000","1979年度","11000","埼玉県","","5,318,000","","1,454,000","","301,000","","379,932","","6.56","","1.04","","***","","***","","***",""
"1979100000","1979年度","12000","千葉県","","4,626,000","","1,202,000","","306,000","","513,259","","6.96","","1.10","","***","","***","","***",""
"1979100000","1979年度","13000","東京都","","11,637,000","","2,597,000","","876,000","","215,433","","7.70","","1.33","","***","","***","","***",""
"1979100000","1979年度","14000","神奈川県","","6,832,000","","1,740,000","","414,000","","239,708","","7.27","","1.24","","***","","***","","***",""
"1979100000","1979年度","15000","新潟県","","2,439,000","","555,000","","266,000","","1,257,828","","6.06","","0.75","","***","","***","","***",""
"1979100000","1979年度","16000","富山県","","1,098,000","","251,000","","120,000","","425,216","","5.95","","0.89","","***","","***","","***",""
"1979100000","1979年度","17000","石川県","","1,110,000","","266,000","","114,000","","419,590","","6.35","","1.15","","***","","***","","***",""
"1979100000","1979年度","18000","福井県","","791,000","","182,000","","90,000","","418,927","","6.45","","0.99","","***","","***","","***",""
"1979100000","1979年度","19000","山梨県","","800,000","","183,000","","91,000","","446,348","","6.18","","0.98","","***","","***","","***",""
"1979100000","1979年度","20000","長野県","","2,074,000","","470,000","","247,000","","1,358,462","","6.10","","0.80","","***","","***","","***",""
"1979100000","1979年度","21000","岐阜県","","1,943,000","","469,000","","185,000","","1,059,575","","6.17","","0.83","","***","","***","","***",""
"1979100000","1979年度","22000","静岡県","","3,423,000","","824,000","","301,000","","777,263","","6.65","","1.15","","***","","***","","***",""
"1979100000","1979年度","23000","愛知県","","6,171,000","","1,608,000","","437,000","","512,658","","6.92","","1.01","","***","","***","","***",""
"1979100000","1979年度","24000","三重県","","1,672,000","","383,000","","181,000","","577,619","","6.22","","0.86","","***","","***","","***",""
"1979100000","1979年度","25000","滋賀県","","1,061,000","","260,000","","103,000","","401,600","","6.60","","0.71","","***","","***","","***",""
"1979100000","1979年度","26000","京都府","","2,512,000","","593,000","","250,000","","461,284","","6.42","","1.06","","***","","***","","***",""
"1979100000","1979年度","27000","大阪府","","8,445,000","","2,157,000","","589,000","","186,301","","6.98","","1.35","","***","","***","","***",""
"1979100000","1979年度","28000","兵庫県","","5,119,000","","1,239,000","","462,000","","837,205","","6.67","","1.10","","***","","***","","***",""
"1979100000","1979年度","29000","奈良県","","1,181,000","","289,000","","108,000","","369,215","","6.37","","0.91","","***","","***","","***",""
"1979100000","1979年度","30000","和歌山県","","1,086,000","","241,000","","126,000","","472,314","","6.12","","1.17","","***","","***","","***",""
"1979100000","1979年度","31000","鳥取県","","600,000","","130,000","","73,000","","349,234","","6.35","","1.08","","***","","***","","***",""
"1979100000","1979年度","32000","島根県","","782,000","","167,000","","105,000","","662,706","","5.60","","0.73","","***","","***","","***",""
"1979100000","1979年度","33000","岡山県","","1,861,000","","426,000","","219,000","","708,632","","6.18","","1.06","","***","","***","","***",""
"1979100000","1979年度","34000","広島県","","2,717,000","","650,000","","272,000","","846,256","","6.53","","1.12","","***","","***","","***",""
"1979100000","1979年度","35000","山口県","","1,583,000","","357,000","","180,000","","610,033","","6.05","","1.22","","***","","***","","***",""
"1979100000","1979年度","36000","徳島県","","822,000","","175,000","","97,000","","414,519","","6.49","","1.17","","***","","***","","***",""
"1979100000","1979年度","37000","香川県","","993,000","","223,000","","116,000","","188,036","","6.26","","1.05","","***","","***","","***",""
"1979100000","1979年度","38000","愛媛県","","1,500,000","","332,000","","171,000","","566,722","","6.31","","1.46","","***","","***","","***",""
"1979100000","1979年度","39000","高知県","","829,000","","168,000","","109,000","","710,679","","6.20","","1.48","","***","","***","","***",""
"1979100000","1979年度","40000","福岡県","","4,506,000","","1,045,000","","422,000","","495,343","","7.17","","1.51","","***","","***","","***",""
"1979100000","1979年度","41000","佐賀県","","860,000","","194,000","","104,000","","243,168","","6.38","","0.93","","***","","***","","***",""
"1979100000","1979年度","42000","長崎県","","1,588,000","","390,000","","167,000","","410,642","","6.33","","1.20","","***","","***","","***",""
"1979100000","1979年度","43000","熊本県","","1,777,000","","380,000","","210,000","","741,010","","6.66","","1.04","","***","","***","","***",""
"1979100000","1979年度","44000","大分県","","1,223,000","","267,000","","142,000","","633,154","","6.41","","1.24","","***","","***","","***",""
"1979100000","1979年度","45000","宮崎県","","1,141,000","","259,000","","120,000","","773,418","","6.96","","1.34","","***","","***","","***",""
"1979100000","1979年度","46000","鹿児島県","","1,773,000","","373,000","","228,000","","916,270","","6.40","","1.09","","***","","***","","***",""
"1979100000","1979年度","47000","沖縄県","","1,094,000","","309,000","","83,000","","224,946","","7.64","","1.68","","***","","***","","***",""
"1978100000","1978年度","01000","北海道","","5,490,000","","1,293,000","","425,000","","7,851,878","","7.38","","1.73","","***","","***","","***",""
"1978100000","1978年度","02000","青森県","","1,507,000","","364,000","","127,000","","961,533","","7.13","","1.49","","***","","***","","***",""
"1978100000","1978年度","03000","岩手県","","1,409,000","","320,000","","134,000","","1,527,790","","6.25","","0.90","","***","","***","","***",""
"1978100000","1978年度","04000","宮城県","","2,032,000","","469,000","","167,000","","729,108","","7.22","","0.99","","***","","***","","***",""
"1978100000","1978年度","05000","秋田県","","1,250,000","","259,000","","124,000","","1,161,060","","6.59","","0.95","","***","","***","","***",""
"1978100000","1978年度","06000","山形県","","1,241,000","","263,000","","137,000","","932,655","","6.36","","0.80","","***","","***","","***",""
"1978100000","1978年度","07000","福島県","","2,012,000","","454,000","","200,000","","1,378,207","","6.42","","0.91","","***","","***","","***",""
"1978100000","1978年度","08000","茨城県","","2,463,000","","597,000","","215,000","","608,982","","6.81","","0.86","","***","","***","","***",""
